name,age,city,salary,age_category
James,54,Mumbai,20000,adult
John,29,Tokyo,55000,adult
Mary,50,New York,45000,adult
John,87,Mumbai,45000,senior
Linda,7,Cape Town,120000,young
Linda,77,Rio de Janeiro,35000,senior
Jessica,82,Tokyo,110000,senior
Elizabeth,10,Cairo,155000,young
James,56,Toronto,20000,adult
Jessica,47,Rio de Janeiro,135000,adult
Susan,83,New York,170000,senior
Elizabeth,5,Rio de Janeiro,150000,young
Linda,84,Toronto,145000,senior
Christopher,69,Tokyo,90000,senior
William,70,Cairo,115000,senior
John,61,New York,145000,adult
John,87,Cairo,80000,senior
Linda,13,Paris,160000,young
Thomas,87,New York,160000,senior
Jessica,77,Tokyo,190000,senior
Jennifer,37,Cape Town,185000,adult
Mary,25,Tokyo,170000,adult
Jessica,52,Toronto,110000,adult
Thomas,24,Cairo,170000,adult
Robert,82,Paris,55000,senior
William,18,Mumbai,40000,young
Karen,23,New York,120000,adult
Joseph,57,Tokyo,60000,adult
Susan,41,Cape Town,40000,adult
David,87,Moscow,125000,senior
Sarah,18,Paris,115000,young
Thomas,98,Toronto,175000,senior
Patricia,66,Tokyo,70000,senior
Patricia,12,Mumbai,125000,young
Joseph,11,Cape Town,145000,young
Patricia,56,Rio de Janeiro,160000,adult
Thomas,24,Cairo,35000,adult
Karen,34,Paris,125000,adult
Mary,95,Sydney,45000,senior
David,58,Mumbai,175000,adult
Thomas,4,Mumbai,125000,young
Joseph,76,Moscow,100000,senior
William,66,Mumbai,200000,senior
Sarah,94,New York,85000,senior
Linda,82,Sydney,110000,senior
Jessica,17,Toronto,200000,young
Patricia,9,Moscow,115000,young
Barbara,8,Tokyo,180000,young
Christopher,74,Rio de Janeiro,130000,senior
David,33,Moscow,140000,adult
Barbara,49,Cape Town,50000,adult
Jennifer,34,Moscow,100000,adult
William,3,Sydney,25000,young
William,39,Cape Town,20000,adult
Richard,41,Cairo,165000,adult
Susan,92,Mumbai,25000,senior
Jennifer,11,Cape Town,60000,young
Elizabeth,99,Moscow,50000,senior
Mary,7,New York,80000,young
Robert,47,Tokyo,200000,adult
Jessica,55,Sydney,185000,adult
Thomas,89,Cape Town,185000,senior
Patricia,54,Paris,45000,adult
James,63,Sydney,60000,adult
Christopher,64,Tokyo,25000,adult
Mary,63,Toronto,70000,adult
William,13,Moscow,65000,young
Karen,80,Tokyo,95000,senior
Barbara,86,Mumbai,110000,senior
Robert,65,Sydney,180000,adult
Jennifer,94,Rio de Janeiro,30000,senior
Christopher,61,New York,150000,adult
Sarah,85,Paris,45000,senior
Susan,52,Paris,50000,adult
Sarah,11,Tokyo,20000,young
John,85,Rio de Janeiro,30000,senior
James,6,Toronto,65000,young
Susan,52,Mumbai,40000,adult
Sarah,85,Sydney,35000,senior
Christopher,57,Cape Town,165000,adult
Thomas,21,Tokyo,140000,adult
Richard,21,Mumbai,165000,adult
Karen,72,Toronto,80000,senior
Elizabeth,21,New York,55000,adult
Jennifer,80,Tokyo,135000,senior
David,6,New York,195000,young
Patricia,90,Rio de Janeiro,30000,senior
Elizabeth,16,Cairo,200000,young
Karen,11,Cape Town,195000,young
Sarah,61,New York,85000,adult
Susan,51,Paris,150000,adult
James,6,Tokyo,30000,young
Richard,40,Cape Town,160000,adult
Barbara,58,Mumbai,95000,adult
Jessica,59,New York,150000,adult
Christopher,61,Moscow,85000,adult
Sarah,42,Toronto,115000,adult
John,84,Sydney,70000,senior
Sarah,49,Mumbai,100000,adult
Elizabeth,67,Cairo,200000,senior
Joseph,79,Toronto,75000,senior
John,81,Cairo,110000,senior
Thomas,22,Mumbai,180000,adult
Barbara,16,Toronto,140000,young
Richard,87,Tokyo,195000,senior
William,27,Paris,35000,adult
Mary,83,Paris,160000,senior
Robert,4,Toronto,35000,young
Linda,12,Sydney,30000,young
Linda,35,Toronto,150000,adult
Robert,9,Cape Town,175000,young
Sarah,29,Cairo,125000,adult
Barbara,67,Cape Town,130000,senior
William,54,Rio de Janeiro,85000,adult
Barbara,11,Sydney,65000,young
Michael,1,Sydney,115000,young
David,56,Sydney,35000,adult
Jennifer,67,Toronto,70000,senior
James,15,Toronto,70000,young
Sarah,93,Cairo,130000,senior
Thomas,4,New York,175000,young
Jessica,92,Cairo,145000,senior
Jennifer,75,Tokyo,170000,senior
Sarah,11,Cairo,55000,young
Patricia,98,New York,190000,senior
Joseph,42,New York,185000,adult
Richard,12,Mumbai,135000,young
James,34,Rio de Janeiro,25000,adult
Thomas,57,Rio de Janeiro,95000,adult
Patricia,92,New York,40000,senior
Sarah,56,Moscow,140000,adult
Sarah,71,Rio de Janeiro,45000,senior
Michael,16,Paris,195000,young
Karen,79,Tokyo,180000,senior
Linda,67,Moscow,25000,senior
Patricia,52,Rio de Janeiro,130000,adult
William,86,Cairo,115000,senior
Jennifer,6,Cape Town,40000,young
Barbara,19,Tokyo,95000,adult
Christopher,58,Paris,110000,adult
Patricia,91,Sydney,160000,senior
David,35,Rio de Janeiro,55000,adult
Thomas,86,Sydney,185000,senior
Thomas,32,Rio de Janeiro,125000,adult
David,59,Moscow,185000,adult
Susan,50,Moscow,85000,adult
Robert,88,Rio de Janeiro,25000,senior
Robert,28,Sydney,30000,adult
Richard,67,Mumbai,95000,senior
Jennifer,21,Sydney,190000,adult
Thomas,64,Cape Town,190000,adult
Robert,10,Moscow,170000,young
Thomas,9,Sydney,60000,young
David,4,Moscow,90000,young
David,59,New York,130000,adult
Karen,67,Moscow,110000,senior
David,52,Rio de Janeiro,60000,adult
Jessica,13,New York,90000,young
Patricia,41,Paris,170000,adult
Joseph,2,Mumbai,195000,young
Jennifer,61,Paris,20000,adult
Robert,56,Tokyo,155000,adult
Jessica,30,Tokyo,40000,adult
Barbara,22,Sydney,170000,adult
James,8,Moscow,65000,young
James,18,Cairo,40000,young
Michael,32,New York,140000,adult
Richard,42,Sydney,115000,adult
David,37,Tokyo,185000,adult
Karen,37,Mumbai,105000,adult
Sarah,29,Sydney,185000,adult
Karen,50,Paris,145000,adult
Michael,73,Cape Town,80000,senior
James,49,Sydney,140000,adult
John,42,Cairo,125000,adult
Robert,78,Rio de Janeiro,35000,senior
Karen,16,New York,100000,young
Barbara,30,Toronto,135000,adult
Robert,91,Cairo,25000,senior
John,9,Cairo,80000,young
John,65,Cairo,150000,adult
Linda,29,New York,170000,adult
Barbara,62,Tokyo,90000,adult
Elizabeth,29,Mumbai,20000,adult
Linda,41,Cape Town,160000,adult
Richard,67,Sydney,30000,senior
Mary,16,Rio de Janeiro,80000,young
Richard,16,Sydney,110000,young
Karen,5,Cairo,25000,young
Linda,35,Mumbai,165000,adult
William,7,Mumbai,195000,young
Joseph,26,Rio de Janeiro,120000,adult
Richard,46,Moscow,115000,adult
Sarah,48,Toronto,115000,adult
Richard,52,New York,125000,adult
David,63,Paris,180000,adult
Linda,1,Rio de Janeiro,150000,young
Richard,66,Tokyo,55000,senior
Thomas,28,Rio de Janeiro,135000,adult
Michael,54,Cairo,160000,adult
Elizabeth,99,Rio de Janeiro,50000,senior
William,74,Moscow,35000,senior
William,46,Paris,200000,adult
Sarah,46,Mumbai,65000,adult
Thomas,15,Mumbai,40000,young
William,54,Toronto,40000,adult
Mary,39,Tokyo,85000,adult
Barbara,1,Sydney,65000,young
Patricia,11,Tokyo,70000,young
Jennifer,50,Moscow,170000,adult
Mary,16,Tokyo,185000,young
Jennifer,96,Moscow,200000,senior
Elizabeth,84,Mumbai,20000,senior
William,43,Paris,45000,adult
Patricia,51,New York,95000,adult
Susan,58,New York,100000,adult
Joseph,58,Paris,170000,adult
Joseph,67,Rio de Janeiro,65000,senior
Jennifer,47,Paris,200000,adult
Sarah,54,Mumbai,125000,adult
David,22,Rio de Janeiro,60000,adult
Jessica,8,Tokyo,130000,young
Linda,47,Toronto,180000,adult
Christopher,64,Paris,165000,adult
Sarah,58,Paris,120000,adult
Robert,99,Cape Town,115000,senior
Patricia,75,New York,40000,senior
Barbara,66,Moscow,20000,senior
William,41,Rio de Janeiro,140000,adult
Joseph,10,Tokyo,45000,young
Elizabeth,6,New York,160000,young
Linda,84,Moscow,185000,senior
Richard,46,Sydney,35000,adult
Patricia,6,Paris,155000,young
Joseph,66,Cairo,115000,senior
John,90,Rio de Janeiro,200000,senior
Christopher,97,Rio de Janeiro,20000,senior
Richard,38,Cape Town,145000,adult
Elizabeth,76,Mumbai,100000,senior
Sarah,32,New York,195000,adult
Christopher,25,Mumbai,125000,adult
William,58,Cairo,130000,adult
James,77,New York,105000,senior
Robert,90,Cairo,155000,senior
James,65,Sydney,145000,adult
David,38,Paris,190000,adult
James,79,Cape Town,35000,senior
Michael,42,Sydney,95000,adult
Patricia,76,Mumbai,180000,senior
Sarah,28,Rio de Janeiro,140000,adult
John,29,Rio de Janeiro,85000,adult
John,52,Mumbai,35000,adult
Elizabeth,12,Moscow,135000,young
Jessica,3,Paris,80000,young
David,52,Tokyo,155000,adult
John,77,Paris,105000,senior
Barbara,80,New York,110000,senior
Richard,48,New York,65000,adult
Mary,79,Mumbai,100000,senior
Robert,2,Rio de Janeiro,30000,young
Michael,81,Cape Town,75000,senior
Elizabeth,60,Cairo,40000,adult
Mary,93,Tokyo,80000,senior
Sarah,41,Toronto,25000,adult
David,58,Moscow,165000,adult
Michael,84,Cape Town,180000,senior
Sarah,88,Paris,155000,senior
James,12,Moscow,85000,young
Patricia,98,Sydney,45000,senior
Barbara,33,Mumbai,140000,adult
Elizabeth,49,Sydney,155000,adult
Karen,20,Tokyo,190000,adult
William,15,Cairo,55000,young
Karen,18,Moscow,195000,young
Mary,61,Paris,110000,adult
Joseph,83,New York,145000,senior
Patricia,6,Moscow,185000,young
Robert,62,Toronto,125000,adult
Patricia,46,New York,25000,adult
David,12,Rio de Janeiro,155000,young
Joseph,28,Moscow,165000,adult
Joseph,68,New York,20000,senior
James,8,Rio de Janeiro,100000,young
Sarah,72,Cairo,90000,senior
Christopher,67,New York,65000,senior
Thomas,30,Rio de Janeiro,115000,adult
Christopher,1,Cairo,20000,young
Elizabeth,61,Cape Town,75000,adult
Karen,23,Mumbai,155000,adult
Patricia,8,Cairo,70000,young
David,77,Mumbai,165000,senior
Richard,15,Sydney,20000,young
Robert,7,Rio de Janeiro,85000,young
Barbara,5,Sydney,200000,young
Jennifer,58,Cairo,100000,adult
Joseph,61,Sydney,75000,adult
Thomas,87,Cape Town,190000,senior
Robert,15,Sydney,120000,young
Richard,19,New York,180000,adult
David,77,Cape Town,190000,senior
Jennifer,1,Cape Town,100000,young
David,91,Moscow,50000,senior
Linda,10,Toronto,135000,young
Joseph,44,Moscow,165000,adult
Michael,28,Rio de Janeiro,120000,adult
Barbara,14,New York,190000,young
Barbara,84,Cairo,140000,senior
James,22,Cape Town,90000,adult
Joseph,39,Mumbai,30000,adult
Patricia,26,Cairo,20000,adult
Jessica,22,New York,200000,adult
Patricia,53,Cairo,120000,adult
Karen,74,New York,160000,senior
John,83,Moscow,190000,senior
Linda,17,Rio de Janeiro,75000,young
Joseph,38,New York,85000,adult
Karen,37,Toronto,150000,adult
Patricia,12,Sydney,115000,young
Elizabeth,41,Paris,200000,adult
Jessica,34,New York,175000,adult
Jessica,20,Cape Town,165000,adult
Karen,67,Tokyo,125000,senior
Patricia,79,Mumbai,65000,senior
Barbara,24,Paris,195000,adult
Christopher,45,Paris,195000,adult
Linda,47,Tokyo,175000,adult
Richard,55,Moscow,195000,adult
Joseph,74,Moscow,150000,senior
Thomas,99,Cape Town,95000,senior
Mary,59,Rio de Janeiro,60000,adult
Jennifer,84,Toronto,175000,senior
Richard,91,Cairo,85000,senior
David,7,New York,80000,young
Karen,2,New York,125000,young
Linda,95,Tokyo,125000,senior
Susan,19,Rio de Janeiro,70000,adult
Susan,40,Rio de Janeiro,100000,adult
Michael,44,Mumbai,50000,adult
Jennifer,15,Sydney,165000,young
Richard,92,Toronto,195000,senior
Karen,79,Mumbai,170000,senior
Robert,19,Cairo,80000,adult
Barbara,10,Toronto,150000,young
Sarah,43,Sydney,120000,adult
Joseph,73,Tokyo,30000,senior
Thomas,65,New York,40000,adult
Sarah,46,Cape Town,55000,adult
Jessica,15,Moscow,125000,young
Sarah,46,Sydney,45000,adult
Barbara,4,Tokyo,85000,young
Sarah,86,Cairo,40000,senior
Elizabeth,78,Cairo,195000,senior
Susan,77,Moscow,50000,senior
Susan,57,Sydney,85000,adult
James,15,New York,160000,young
Robert,26,Cairo,25000,adult
Elizabeth,85,Toronto,45000,senior
Karen,88,Cairo,75000,senior
Jessica,83,Toronto,20000,senior
Elizabeth,64,New York,105000,adult
Jessica,21,Tokyo,50000,adult
Sarah,4,Moscow,50000,young
Jennifer,84,Paris,60000,senior
David,94,New York,20000,senior
Sarah,94,Moscow,110000,senior
Mary,52,Cape Town,60000,adult
Thomas,75,New York,190000,senior
Mary,45,Cape Town,130000,adult
Sarah,69,Mumbai,160000,senior
Michael,71,New York,110000,senior
Richard,40,Paris,140000,adult
William,2,Cairo,90000,young
Elizabeth,52,Sydney,95000,adult
Mary,35,Moscow,55000,adult
John,85,Moscow,140000,senior
Richard,41,Tokyo,150000,adult
William,4,Cape Town,110000,young
Elizabeth,17,Mumbai,100000,young
David,74,Cape Town,145000,senior
William,47,Paris,105000,adult
Christopher,7,Paris,155000,young
Jessica,98,Rio de Janeiro,145000,senior
William,18,Cape Town,40000,young
Linda,88,Rio de Janeiro,165000,senior
Christopher,23,Paris,180000,adult
Linda,78,Paris,100000,senior
Mary,73,Cairo,20000,senior
James,93,Toronto,195000,senior
Joseph,72,Tokyo,25000,senior
Mary,26,Paris,55000,adult
William,43,Sydney,50000,adult
Jennifer,23,Paris,125000,adult
Susan,97,Cape Town,190000,senior
John,33,New York,100000,adult
Michael,75,Sydney,100000,senior
Richard,25,Cape Town,30000,adult
Joseph,22,Rio de Janeiro,135000,adult
James,11,Mumbai,155000,young
Richard,7,Cape Town,120000,young
Patricia,36,Cape Town,65000,adult
Mary,65,Cairo,180000,adult
Richard,9,Paris,150000,young
James,93,Rio de Janeiro,165000,senior
Joseph,13,Rio de Janeiro,145000,young
Sarah,44,Sydney,80000,adult
Jennifer,53,Rio de Janeiro,135000,adult
Patricia,51,Cairo,175000,adult
John,33,Sydney,175000,adult
Richard,8,Sydney,130000,young
Robert,59,Rio de Janeiro,55000,adult
Patricia,84,Sydney,200000,senior
Linda,58,Mumbai,190000,adult
Michael,86,New York,40000,senior
John,68,New York,140000,senior
Mary,95,Toronto,145000,senior
Karen,60,Paris,100000,adult
David,26,Tokyo,65000,adult
Thomas,16,Rio de Janeiro,140000,young
Michael,34,Cairo,100000,adult
Robert,70,Rio de Janeiro,85000,senior
Sarah,23,Cairo,55000,adult
Linda,81,New York,80000,senior
Christopher,56,Moscow,70000,adult
William,14,Toronto,65000,young
John,27,Cape Town,20000,adult
William,69,Moscow,115000,senior
Elizabeth,3,Sydney,140000,young
Robert,26,Toronto,190000,adult
Patricia,17,Moscow,75000,young
Sarah,81,Tokyo,35000,senior
William,68,Paris,50000,senior
James,36,Moscow,25000,adult
Sarah,27,Cape Town,85000,adult
Elizabeth,9,Cape Town,30000,young
Karen,42,Cairo,95000,adult
Linda,4,Cairo,100000,young
Thomas,8,Paris,100000,young
Barbara,97,Tokyo,185000,senior
Susan,51,Cairo,185000,adult
John,65,Toronto,190000,adult
Michael,44,Toronto,95000,adult
Richard,68,Paris,165000,senior
Jessica,48,Rio de Janeiro,75000,adult
Jennifer,34,Sydney,90000,adult
Michael,31,Tokyo,150000,adult
Jessica,49,Cape Town,90000,adult
Barbara,6,Mumbai,160000,young
Susan,10,Mumbai,45000,young
Patricia,21,New York,70000,adult
James,47,Paris,165000,adult
Jessica,47,Cairo,155000,adult
Sarah,64,Tokyo,195000,adult
Thomas,97,Cape Town,180000,senior
Joseph,94,Tokyo,115000,senior
Patricia,86,Moscow,95000,senior
Christopher,68,Cape Town,30000,senior
David,50,Paris,105000,adult
David,66,Sydney,180000,senior
Michael,50,Cape Town,80000,adult
Robert,90,Cape Town,95000,senior
David,23,Cape Town,70000,adult
Christopher,56,Rio de Janeiro,180000,adult
Patricia,59,Sydney,55000,adult
Robert,67,Mumbai,120000,senior
Karen,73,Rio de Janeiro,185000,senior
Mary,19,Sydney,100000,adult
Susan,99,Toronto,35000,senior
Joseph,1,Sydney,100000,young
Susan,77,Rio de Janeiro,155000,senior
Elizabeth,65,Rio de Janeiro,200000,adult
Robert,4,Sydney,40000,young
Thomas,86,Toronto,100000,senior
Thomas,91,New York,40000,senior
Robert,99,New York,200000,senior
Richard,84,Mumbai,165000,senior
Elizabeth,61,Tokyo,165000,adult
Sarah,43,Cairo,135000,adult
James,55,Cape Town,135000,adult
Mary,69,Toronto,195000,senior
Christopher,15,Paris,35000,young
Patricia,61,Cape Town,95000,adult
Susan,52,Cairo,120000,adult
Robert,73,Toronto,100000,senior
David,53,Paris,80000,adult
Christopher,39,Moscow,20000,adult
Richard,65,Sydney,115000,adult
Joseph,53,Toronto,195000,adult
Elizabeth,13,Tokyo,130000,young
Michael,31,New York,195000,adult
Michael,62,Paris,20000,adult
Barbara,66,Sydney,130000,senior
Mary,77,Sydney,150000,senior
Barbara,96,Tokyo,30000,senior
Robert,72,Paris,120000,senior
John,19,Tokyo,135000,adult
Jessica,41,Rio de Janeiro,140000,adult
James,40,Toronto,25000,adult
Joseph,84,Paris,35000,senior
Michael,5,Tokyo,35000,young
David,18,Mumbai,135000,young
Susan,8,Rio de Janeiro,30000,young
John,74,Sydney,165000,senior
Elizabeth,84,Sydney,95000,senior
Sarah,82,Sydney,100000,senior
Mary,43,Moscow,160000,adult
Susan,36,Sydney,155000,adult
Mary,44,New York,80000,adult
Jessica,19,Cape Town,105000,adult
Thomas,54,Rio de Janeiro,100000,adult
Jennifer,93,Cape Town,100000,senior
James,13,Toronto,90000,young
Richard,72,Sydney,155000,senior
John,50,New York,180000,adult
Michael,82,Cairo,100000,senior
Karen,63,Toronto,140000,adult
James,98,Cairo,195000,senior
Thomas,93,Tokyo,160000,senior
Jessica,61,Toronto,150000,adult
Elizabeth,66,New York,125000,senior
James,66,Mumbai,100000,senior
David,85,Cape Town,35000,senior
Richard,84,New York,55000,senior
Susan,55,New York,85000,adult
Mary,30,Tokyo,190000,adult
Sarah,36,Moscow,130000,adult
Sarah,88,Sydney,65000,senior
Jessica,92,Cape Town,190000,senior
Christopher,99,Cairo,125000,senior
Susan,5,Mumbai,145000,young
Elizabeth,93,Tokyo,90000,senior
Sarah,62,Rio de Janeiro,170000,adult
Richard,33,New York,160000,adult
Thomas,63,Moscow,100000,adult
Barbara,6,Toronto,80000,young
David,15,New York,70000,young
David,52,Cape Town,35000,adult
Jessica,89,Cape Town,190000,senior
John,35,Cape Town,45000,adult
Jennifer,78,Sydney,55000,senior
Jessica,43,Cape Town,80000,adult
Joseph,48,Cairo,195000,adult
Patricia,7,Mumbai,170000,young
Linda,62,Mumbai,180000,adult
Karen,22,Moscow,180000,adult
Barbara,1,Moscow,30000,young
Susan,58,New York,150000,adult
William,6,Mumbai,120000,young
Christopher,88,Cape Town,150000,senior
Mary,83,New York,30000,senior
John,15,New York,200000,young
John,93,Mumbai,75000,senior
Jessica,57,Paris,125000,adult
Sarah,55,Tokyo,110000,adult
Susan,83,Paris,200000,senior
Susan,43,Tokyo,130000,adult
Jennifer,62,Tokyo,170000,adult
Jessica,41,New York,190000,adult
Elizabeth,90,Paris,110000,senior
Barbara,81,Tokyo,180000,senior
Karen,4,Cairo,190000,young
John,12,Cairo,55000,young
Thomas,31,Sydney,115000,adult
Linda,47,Cape Town,190000,adult
Thomas,61,Moscow,175000,adult
Michael,65,Cape Town,125000,adult
Linda,91,Cairo,190000,senior
Patricia,92,Moscow,165000,senior
Jessica,64,New York,145000,adult
Richard,91,Moscow,125000,senior
Michael,14,Toronto,170000,young
Joseph,94,Moscow,35000,senior
Barbara,8,Mumbai,20000,young
Sarah,78,Tokyo,120000,senior
Karen,43,Sydney,20000,adult
John,36,Moscow,150000,adult
David,34,Rio de Janeiro,65000,adult
Karen,8,Sydney,130000,young
Patricia,14,Toronto,190000,young
Patricia,21,Cairo,115000,adult
William,41,Tokyo,160000,adult
Linda,93,Tokyo,160000,senior
Linda,81,Tokyo,35000,senior
William,33,Paris,135000,adult
Karen,82,Rio de Janeiro,135000,senior
William,98,Sydney,140000,senior
David,97,Sydney,180000,senior
Susan,71,Cairo,170000,senior
Michael,73,Sydney,130000,senior
Thomas,58,New York,195000,adult
Barbara,35,New York,70000,adult
Linda,33,Cairo,200000,adult
Joseph,71,Toronto,90000,senior
Christopher,62,Moscow,195000,adult
Joseph,39,Toronto,30000,adult
Robert,34,Moscow,20000,adult
Jennifer,60,Cairo,150000,adult
Linda,94,Toronto,135000,senior
Patricia,53,Toronto,195000,adult
Mary,31,Mumbai,195000,adult
Michael,99,Sydney,105000,senior
Michael,50,New York,55000,adult
Joseph,63,Cape Town,170000,adult
Barbara,73,Toronto,85000,senior
James,60,Rio de Janeiro,190000,adult
William,56,Mumbai,65000,adult
Linda,80,Cape Town,65000,senior
Jennifer,90,Cairo,115000,senior
Joseph,2,Tokyo,110000,young
Linda,32,Toronto,95000,adult
Susan,72,Sydney,110000,senior
Karen,53,Sydney,100000,adult
James,33,Paris,40000,adult
William,51,Paris,165000,adult
Thomas,95,Cape Town,160000,senior
Karen,73,Mumbai,175000,senior
Joseph,4,Rio de Janeiro,60000,young
James,91,Rio de Janeiro,35000,senior
Robert,25,Toronto,200000,adult
Mary,34,Sydney,35000,adult
Richard,18,Sydney,195000,young
Christopher,39,Moscow,45000,adult
Jennifer,48,Sydney,30000,adult
James,18,Rio de Janeiro,35000,young
Jennifer,51,Sydney,190000,adult
Mary,53,Cairo,100000,adult
Jessica,60,Paris,130000,adult
Thomas,17,Sydney,110000,young
Elizabeth,3,Cape Town,40000,young
Sarah,39,Sydney,145000,adult
Linda,81,New York,40000,senior
Thomas,20,Cairo,55000,adult
Richard,85,Tokyo,145000,senior
Richard,9,Sydney,110000,young
Patricia,7,Cairo,65000,young
Susan,74,New York,180000,senior
Sarah,93,Sydney,105000,senior
Joseph,27,Mumbai,85000,adult
Jennifer,61,Paris,40000,adult
Mary,52,Tokyo,145000,adult
Linda,44,Tokyo,85000,adult
John,15,Rio de Janeiro,155000,young
Mary,35,Toronto,20000,adult
Susan,9,New York,75000,young
Linda,86,Mumbai,100000,senior
Susan,7,Cape Town,105000,young
John,24,New York,140000,adult
David,78,Toronto,180000,senior
Thomas,68,Paris,165000,senior
David,6,Cape Town,175000,young
William,77,Paris,160000,senior
James,56,Tokyo,20000,adult
Robert,92,Tokyo,90000,senior
Jennifer,81,Cairo,20000,senior
Patricia,87,New York,185000,senior
Linda,63,Cairo,20000,adult
Karen,34,Rio de Janeiro,115000,adult
William,48,Cairo,85000,adult
Jessica,9,Toronto,180000,young
Thomas,26,Cairo,85000,adult
Robert,20,Mumbai,70000,adult
David,23,Toronto,90000,adult
Barbara,26,Tokyo,180000,adult
Michael,37,Paris,60000,adult
Robert,10,Rio de Janeiro,195000,young
Elizabeth,8,Cairo,180000,young
Susan,26,Sydney,200000,adult
Linda,83,Toronto,130000,senior
David,75,Paris,25000,senior
Barbara,97,Cairo,55000,senior
Robert,50,New York,65000,adult
Richard,68,Paris,80000,senior
Mary,11,Tokyo,80000,young
Jessica,77,New York,75000,senior
Jessica,99,New York,130000,senior
John,22,New York,140000,adult
John,1,Cairo,95000,young
Richard,34,Toronto,160000,adult
Michael,87,New York,155000,senior
William,13,Mumbai,200000,young
Patricia,12,Paris,85000,young
Mary,55,Mumbai,35000,adult
Joseph,91,Tokyo,175000,senior
Patricia,89,Toronto,80000,senior
James,66,Tokyo,20000,senior
Susan,39,Toronto,75000,adult
Patricia,12,Cairo,140000,young
Karen,1,Paris,115000,young
Patricia,47,Sydney,140000,adult
Karen,17,Mumbai,35000,young
Patricia,27,Moscow,90000,adult
Christopher,90,Moscow,195000,senior
William,27,Mumbai,125000,adult
Joseph,82,Rio de Janeiro,125000,senior
Elizabeth,42,Rio de Janeiro,200000,adult
Jessica,38,New York,75000,adult
Thomas,35,New York,160000,adult
Sarah,46,New York,55000,adult
Michael,24,Rio de Janeiro,110000,adult
Patricia,97,Sydney,60000,senior
Robert,86,Tokyo,115000,senior
Jennifer,46,Sydney,170000,adult
Elizabeth,79,New York,190000,senior
Barbara,50,Cape Town,45000,adult
Patricia,64,Cairo,45000,adult
Elizabeth,27,Tokyo,70000,adult
Mary,40,Rio de Janeiro,170000,adult
William,80,New York,135000,senior
Elizabeth,29,Cairo,75000,adult
Christopher,65,Rio de Janeiro,35000,adult
Patricia,80,Mumbai,35000,senior
Richard,19,Rio de Janeiro,130000,adult
Robert,42,Toronto,50000,adult
David,25,Rio de Janeiro,55000,adult
Sarah,75,Rio de Janeiro,95000,senior
Richard,50,Cairo,100000,adult
Jennifer,46,Cairo,60000,adult
Michael,23,New York,190000,adult
Richard,86,Moscow,145000,senior
Linda,20,Tokyo,200000,adult
Patricia,16,Paris,115000,young
Barbara,90,Cape Town,85000,senior
Joseph,90,Toronto,85000,senior
Jessica,40,Mumbai,130000,adult
Thomas,28,Sydney,165000,adult
Michael,67,Moscow,115000,senior
Susan,4,Mumbai,150000,young
Michael,14,Tokyo,105000,young
Thomas,39,Mumbai,30000,adult
Robert,37,Tokyo,35000,adult
Christopher,8,Sydney,185000,young
Jennifer,18,New York,105000,young
Joseph,32,Tokyo,85000,adult
Jessica,78,Toronto,160000,senior
Barbara,91,Mumbai,150000,senior
Susan,32,Toronto,170000,adult
William,18,Toronto,40000,young
David,6,Toronto,45000,young
Karen,90,Tokyo,105000,senior
Sarah,73,Moscow,180000,senior
Karen,59,Cape Town,30000,adult
Robert,61,Tokyo,90000,adult
James,33,Tokyo,200000,adult
Linda,19,New York,130000,adult
Linda,27,Tokyo,85000,adult
Barbara,6,Paris,60000,young
Michael,49,New York,75000,adult
Elizabeth,80,Tokyo,200000,senior
Susan,7,Tokyo,50000,young
David,59,Sydney,195000,adult
Karen,17,New York,85000,young
Richard,66,Sydney,50000,senior
Joseph,80,Tokyo,165000,senior
Mary,91,Mumbai,65000,senior
Thomas,31,Sydney,195000,adult
Joseph,11,Rio de Janeiro,100000,young
James,7,Cairo,60000,young
Sarah,1,Cairo,100000,young
Christopher,10,Moscow,55000,young
Elizabeth,49,New York,130000,adult
Jessica,71,Moscow,115000,senior
John,41,Moscow,165000,adult
Susan,43,Moscow,185000,adult
Thomas,68,New York,85000,senior
Thomas,40,New York,55000,adult
Elizabeth,56,Toronto,125000,adult
Mary,11,Cairo,70000,young
Christopher,47,Moscow,105000,adult
Patricia,46,Tokyo,145000,adult
Robert,91,Tokyo,75000,senior
William,63,Cairo,135000,adult
Mary,87,Paris,35000,senior
Jessica,62,Toronto,95000,adult
David,88,Cape Town,110000,senior
Robert,28,Paris,105000,adult
Patricia,95,Toronto,180000,senior
David,12,Mumbai,200000,young
Michael,83,Rio de Janeiro,155000,senior
Jennifer,35,Tokyo,85000,adult
Robert,33,Mumbai,20000,adult
Jennifer,22,Mumbai,105000,adult
Linda,31,Sydney,150000,adult
Barbara,5,New York,90000,young
Joseph,26,Moscow,70000,adult
William,4,Toronto,45000,young
John,61,New York,120000,adult
Thomas,83,Mumbai,60000,senior
Michael,94,Cairo,145000,senior
Richard,77,Mumbai,100000,senior
William,39,Rio de Janeiro,70000,adult
Elizabeth,13,New York,145000,young
Jennifer,90,Rio de Janeiro,130000,senior
Robert,88,Rio de Janeiro,105000,senior
Sarah,75,Sydney,135000,senior
James,46,New York,175000,adult
John,77,Sydney,50000,senior
David,47,Toronto,145000,adult
Michael,70,Toronto,75000,senior
John,17,Toronto,35000,young
Barbara,38,Moscow,190000,adult
David,93,Sydney,120000,senior
Mary,52,New York,140000,adult
